id,scientificName,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship
5467,Equisetum fluviatile Linnaeus,Equisetaceae,Equisetum,fluviatile,,species,Linnaeus
5466,Equisetum arvense Linnaeus,Equisetaceae,Equisetum,arvense,,species,Linnaeus
5472,Equisetum pratense Ehrhart,Equisetaceae,Equisetum,pratense,,species,Ehrhart
5471,Equisetum palustre Linnaeus,Equisetaceae,Equisetum,palustre,,species,Linnaeus
5474,Equisetum sylvaticum Linnaeus,Equisetaceae,Equisetum,sylvaticum,,species,Linnaeus
5482,Equisetum ×litorale Kühlewein ex Ruprecht,Equisetaceae,Equisetum,×litorale,,species,Kühlewein ex Ruprecht
21973,Equisetum braunii J. Milde,Equisetaceae,Equisetum,braunii,,species,J. Milde
32622,Equisetum braunii × Equisetum palustre,Equisetaceae,Equisetum,braunii × Equisetum palustre,,species,
5473,Equisetum scirpoides Michaux,Equisetaceae,Equisetum,scirpoides,,species,Michaux
5478,Equisetum variegatum Schleicher ex F. Weber & D. Mohr,Equisetaceae,Equisetum,variegatum,,species,Schleicher ex F. Weber & D. Mohr
5470,Equisetum laevigatum A. Braun,Equisetaceae,Equisetum,laevigatum,,species,A. Braun
5480,Equisetum ×ferrissii Clute,Equisetaceae,Equisetum,×ferrissii,,species,Clute
5468,Equisetum hyemale subsp. affine (Engelmann) Calder & Roy L. Taylor,Equisetaceae,Equisetum,hyemale,affine,subspecies,(Engelmann) Calder & Roy L. Taylor
32627,Equisetum ×jesupii (A.A. Eaton) Christenhusz & Husby,Equisetaceae,Equisetum,×jesupii,,species,(A.A. Eaton) Christenhusz & Husby
6214,Isoetes bolanderi Engelmann,Isoetaceae,Isoetes,bolanderi,,species,Engelmann
22088,Isoetes echinospora subsp. muricata (Durieu) Á. Löve & D. Löve,Isoetaceae,Isoetes,echinospora,muricata,subspecies,(Durieu) Á. Löve & D. Löve
6217,Isoetes howellii Engelmann,Isoetaceae,Isoetes,howellii,,species,Engelmann
6219,Isoetes maritima Underwood,Isoetaceae,Isoetes,maritima,,species,Underwood
6221,Isoetes nuttallii A. Braun ex Engelmann,Isoetaceae,Isoetes,nuttallii,,species,A. Braun ex Engelmann
6222,Isoetes occidentalis L.F. Henderson,Isoetaceae,Isoetes,occidentalis,,species,L.F. Henderson
6233,Isoetes ×pseudotruncata D.M. Britton & D.F. Brunton,Isoetaceae,Isoetes,×pseudotruncata,,species,D.M. Britton & D.F. Brunton
6234,Isoetes ×truncata (A.A. Eaton) Clute,Isoetaceae,Isoetes,×truncata,,species,(A.A. Eaton) Clute
31551,Isoetes ×marensis D.M. Britton & D.F. Brunton,Isoetaceae,Isoetes,×marensis,,species,D.M. Britton & D.F. Brunton
6220,Isoetes minima A.A. Eaton,Isoetaceae,Isoetes,minima,,species,A.A. Eaton
6586,Huperzia miyoshiana (Makino) Ching,Lycopodiaceae,Huperzia,miyoshiana,,species,(Makino) Ching
6587,Huperzia occidentalis (Clute) Kartesz & Gandhi,Lycopodiaceae,Huperzia,occidentalis,,species,(Clute) Kartesz & Gandhi
6588,Huperzia selago (Linnaeus) Bernhardi ex Schrank & Martius,Lycopodiaceae,Huperzia,selago,,species,(Linnaeus) Bernhardi ex Schrank & Martius
30495,"Huperzia continentalis Testo, A. Haines & A.V. Gilman",Lycopodiaceae,Huperzia,continentalis,,species,"Testo, A. Haines & A.V. Gilman"
30496,Huperzia continentalis × Huperzia occidentalis,Lycopodiaceae,Huperzia,continentalis × Huperzia occidentalis,,species,
30497,Huperzia continentalis × Huperzia selago,Lycopodiaceae,Huperzia,continentalis × Huperzia selago,,species,
6593,Lycopodiella inundata (Linnaeus) Holub,Lycopodiaceae,Lycopodiella,inundata,,species,(Linnaeus) Holub
6574,Diphasiastrum alpinum (Linnaeus) Holub,Lycopodiaceae,Diphasiastrum,alpinum,,species,(Linnaeus) Holub
6575,Diphasiastrum complanatum (Linnaeus) Holub,Lycopodiaceae,Diphasiastrum,complanatum,,species,(Linnaeus) Holub
6577,Diphasiastrum sitchense (Ruprecht) Holub,Lycopodiaceae,Diphasiastrum,sitchense,,species,(Ruprecht) Holub
6595,Lycopodium clavatum Linnaeus,Lycopodiaceae,Lycopodium,clavatum,,species,Linnaeus
6598,Lycopodium lagopus (Laestadius ex C. Hartman) G. Zinserling ex Kuzeneva,Lycopodiaceae,Lycopodium,lagopus,,species,(Laestadius ex C. Hartman) G. Zinserling ex Kuzeneva
23526,Dendrolycopodium dendroideum (Michaux) A. Haines,Lycopodiaceae,Dendrolycopodium,dendroideum,,species,(Michaux) A. Haines
32363,Spinulum annotinum (Linnaeus) A. Haines subsp. annotinum,Lycopodiaceae,Spinulum,annotinum,annotinum,subspecies,(Linnaeus) A. Haines
34216,"Spinulum annotinum subsp. dubium (Zoëga) J.H. Xue, Chepinoga & K.P. Ma",Lycopodiaceae,Spinulum,annotinum,dubium,subspecies,"(Zoëga) J.H. Xue, Chepinoga & K.P. Ma"
9337,Selaginella selaginoides (Linnaeus) P. Beauvois ex Schrank & Martius,Selaginellaceae,Selaginella,selaginoides,,species,(Linnaeus) P. Beauvois ex Schrank & Martius
9332,Selaginella densa Rydberg,Selaginellaceae,Selaginella,densa,,species,Rydberg
9334,Selaginella oregana D.C. Eaton,Selaginellaceae,Selaginella,oregana,,species,D.C. Eaton
9335,Selaginella rupestris (Linnaeus) Spring,Selaginellaceae,Selaginella,rupestris,,species,(Linnaeus) Spring
9336,Selaginella scopulorum Maxon,Selaginellaceae,Selaginella,scopulorum,,species,Maxon
9338,Selaginella sibirica (Milde) Hieronymus,Selaginellaceae,Selaginella,sibirica,,species,(Milde) Hieronymus
9339,Selaginella standleyi Maxon,Selaginellaceae,Selaginella,standleyi,,species,Maxon
9340,Selaginella wallacei Hieronymus,Selaginellaceae,Selaginella,wallacei,,species,Hieronymus
2619,Osmorhiza berteroi de Candolle,Apiaceae,Osmorhiza,berteroi,,species,de Candolle
2621,Osmorhiza depauperata Philippi,Apiaceae,Osmorhiza,depauperata,,species,Philippi
2623,Osmorhiza occidentalis (Nuttall ex Torrey & A. Gray) Torrey,Apiaceae,Osmorhiza,occidentalis,,species,(Nuttall ex Torrey & A. Gray) Torrey
2624,Osmorhiza purpurea (J.M. Coulter & Rose) Suksdorf,Apiaceae,Osmorhiza,purpurea,,species,(J.M. Coulter & Rose) Suksdorf
2572,Daucus pusillus Michaux,Apiaceae,Daucus,pusillus,,species,Michaux
2655,Yabea microcarpa (Hooker & Arnott) Koso-Poljansky,Apiaceae,Yabea,microcarpa,,species,(Hooker & Arnott) Koso-Poljansky
2583,Heracleum maximum W. Bartram,Apiaceae,Heracleum,maximum,,species,W. Bartram
2618,Oenanthe sarmentosa C. Presl ex de Candolle,Apiaceae,Oenanthe,sarmentosa,,species,C. Presl ex de Candolle
10020,Berula incisa (Torrey) G.N. Jones,Apiaceae,Berula,incisa,,species,(Torrey) G.N. Jones
2556,Cicuta bulbifera Linnaeus,Apiaceae,Cicuta,bulbifera,,species,Linnaeus
2557,Cicuta douglasii (de Candolle) J.M. Coulter & Rose,Apiaceae,Cicuta,douglasii,,species,(de Candolle) J.M. Coulter & Rose
2562,Cicuta virosa Linnaeus,Apiaceae,Cicuta,virosa,,species,Linnaeus
2558,Cicuta maculata var. angustifolia Hooker,Apiaceae,Cicuta,maculata,angustifolia,variety,Hooker
2596,Lilaeopsis occidentalis J.M. Coulter & Rose,Apiaceae,Lilaeopsis,occidentalis,,species,J.M. Coulter & Rose
9580,Oxypolis occidentalis J.M. Coulter & Rose,Apiaceae,Oxypolis,occidentalis,,species,J.M. Coulter & Rose
33311,Perideridia montana (Rydberg) Dorn,Apiaceae,Perideridia,montana,,species,(Rydberg) Dorn
2646,Sium suave Walter,Apiaceae,Sium,suave,,species,Walter
2534,Angelica arguta Nuttall,Apiaceae,Angelica,arguta,,species,Nuttall
2536,Angelica dawsonii S. Watson,Apiaceae,Angelica,dawsonii,,species,S. Watson
2537,Angelica genuflexa Nuttall,Apiaceae,Angelica,genuflexa,,species,Nuttall
2538,Angelica lucida Linnaeus,Apiaceae,Angelica,lucida,,species,Linnaeus
2563,Cnidium cnidiifolium (Turczaninow)  Schischkin,Apiaceae,Cnidium,cnidiifolium,,species,(Turczaninow)  Schischkin
10040,Glehnia leiocarpa Mathias,Apiaceae,Glehnia,leiocarpa,,species,Mathias
2597,Lomatium ambiguum (Nuttall) J.M. Coulter & Rose,Apiaceae,Lomatium,ambiguum,,species,(Nuttall) J.M. Coulter & Rose
2598,Lomatium brandegeei (J.M. Coulter & Rose) J.F. Macbride,Apiaceae,Lomatium,brandegeei,,species,(J.M. Coulter & Rose) J.F. Macbride
2605,Lomatium geyeri (S. Watson) J.M. Coulter & Rose,Apiaceae,Lomatium,geyeri,,species,(S. Watson) J.M. Coulter & Rose
2608,Lomatium macrocarpum (Hooker & Arnott) J.M. Coulter & Rose,Apiaceae,Lomatium,macrocarpum,,species,(Hooker & Arnott) J.M. Coulter & Rose
2609,Lomatium martindalei (J.M. Coulter & Rose) J.M. Coulter & Rose,Apiaceae,Lomatium,martindalei,,species,(J.M. Coulter & Rose) J.M. Coulter & Rose
2610,Lomatium nudicaule (Nuttall) J.M. Coulter & Rose,Apiaceae,Lomatium,nudicaule,,species,(Nuttall) J.M. Coulter & Rose
2612,Lomatium sandbergii (J.M. Coulter & Rose) J.M. Coulter & Rose,Apiaceae,Lomatium,sandbergii,,species,(J.M. Coulter & Rose) J.M. Coulter & Rose
2613,Lomatium simplex (Nuttall ex S. Watson) J.F. Macbride,Apiaceae,Lomatium,simplex,,species,(Nuttall ex S. Watson) J.F. Macbride
2615,Lomatium utriculatum (Nuttall ex Torrey & A. Gray) J.M. Coulter & Rose,Apiaceae,Lomatium,utriculatum,,species,(Nuttall ex Torrey & A. Gray) J.M. Coulter & Rose
2601,Lomatium dissectum (Nuttall ex Torrey & A. Gray) Mathias & Constance,Apiaceae,Lomatium,dissectum,,species,(Nuttall ex Torrey & A. Gray) Mathias & Constance
31989,Lomatium foeniculaceum (Nuttall) J.M. Coulter & Rose subsp. foeniculaceum,Apiaceae,Lomatium,foeniculaceum,foeniculaceum,subspecies,(Nuttall) J.M. Coulter & Rose
31542,Lomatium papilioniferum J.A. Alexander & W. Whaley,Apiaceae,Lomatium,papilioniferum,,species,J.A. Alexander & W. Whaley
31980,Lomatium brevifolium (J.M. Coulter & Rose) J.M. Coulter & Rose,Apiaceae,Lomatium,brevifolium,,species,(J.M. Coulter & Rose) J.M. Coulter & Rose
31983,Lomatium brunsfeldianum Kemper & R.P. McNeill,Apiaceae,Lomatium,brunsfeldianum,,species,Kemper & R.P. McNeill
31986,Lomatium multifidum (Nuttall ex Torrey & A. Gray) R.P. McNeill & Darrach,Apiaceae,Lomatium,multifidum,,species,(Nuttall ex Torrey & A. Gray) R.P. McNeill & Darrach
33326,Zizia aptera (A. Gray) Fernald var. aptera,Apiaceae,Zizia,aptera,aptera,variety,(A. Gray) Fernald
10102,Zizia aptera var. occidentalis Fernald,Apiaceae,Zizia,aptera,occidentalis,variety,Fernald
2565,Conioselinum pacificum (S. Watson) J.M. Coulter & Rose,Apiaceae,Conioselinum,pacificum,,species,(S. Watson) J.M. Coulter & Rose
2588,Ligusticum calderi Mathias & Constance,Apiaceae,Ligusticum,calderi,,species,Mathias & Constance
2589,Ligusticum canbyi J.M. Coulter & Rose,Apiaceae,Ligusticum,canbyi,,species,J.M. Coulter & Rose
2591,Ligusticum scoticum subsp. hultenii (Fernald) Calder & Roy L. Taylor,Apiaceae,Ligusticum,scoticum,hultenii,subspecies,(Fernald) Calder & Roy L. Taylor
2634,Sanicula arctopoides Hooker & Arnott,Apiaceae,Sanicula,arctopoides,,species,Hooker & Arnott
2635,Sanicula bipinnatifida Douglas ex Hooker,Apiaceae,Sanicula,bipinnatifida,,species,Douglas ex Hooker
2641,Sanicula graveolens Poeppig ex de Candolle,Apiaceae,Sanicula,graveolens,,species,Poeppig ex de Candolle
2640,Sanicula crassicaulis Poeppig ex de Candolle,Apiaceae,Sanicula,crassicaulis,,species,Poeppig ex de Candolle
2642,Sanicula marilandica Linnaeus,Apiaceae,Sanicula,marilandica,,species,Linnaeus
2684,Aralia nudicaulis Linnaeus,Araliaceae,Aralia,nudicaulis,,species,Linnaeus
2693,Oplopanax horridus (Smith) Miquel,Araliaceae,Oplopanax,horridus,,species,(Smith) Miquel
4159,Campanula aurita Greene,Campanulaceae,Campanula,aurita,,species,Greene
4164,Campanula lasiocarpa Chamisso,Campanulaceae,Campanula,lasiocarpa,,species,Chamisso
4171,Campanula rotundifolia Linnaeus,Campanulaceae,Campanula,rotundifolia,,species,Linnaeus
4172,Campanula scouleri Hooker ex A. de Candolle,Campanulaceae,Campanula,scouleri,,species,Hooker ex A. de Candolle
4178,Githopsis specularioides Nuttall,Campanulaceae,Githopsis,specularioides,,species,Nuttall
4179,Heterocodon rariflorus Nuttall,Campanulaceae,Heterocodon,rariflorus,,species,Nuttall
4190,Triodanis perfoliata (Linnaeus) Nieuwland,Campanulaceae,Triodanis,perfoliata,,species,(Linnaeus) Nieuwland
32527,Melanocalyx uniflora (Linnaeus) Morin,Campanulaceae,Melanocalyx,uniflora,,species,(Linnaeus) Morin
4176,Downingia elegans (Douglas ex Lindley) Torrey ex A. Gray,Campanulaceae,Downingia,elegans,,species,(Douglas ex Lindley) Torrey ex A. Gray
4183,Lobelia dortmanna Linnaeus,Campanulaceae,Lobelia,dortmanna,,species,Linnaeus
4185,Lobelia kalmii Linnaeus,Campanulaceae,Lobelia,kalmii,,species,Linnaeus
6671,Menyanthes trifoliata Linnaeus,Menyanthaceae,Menyanthes,trifoliata,,species,Linnaeus
25852,Nephrophyllidium crista-galli (Menzies ex Hooker) Gilg subsp. crista-galli,Menyanthaceae,Nephrophyllidium,crista-galli,crista-galli,subspecies,(Menzies ex Hooker) Gilg
3245,Hulteniella integrifolia (Richardson) Tzvelev,Asteraceae,Hulteniella,integrifolia,,species,(Richardson) Tzvelev
2879,Artemisia alaskana Rydberg,Asteraceae,Artemisia,alaskana,,species,Rydberg
2889,Artemisia douglasiana Besser,Asteraceae,Artemisia,douglasiana,,species,Besser
2892,Artemisia hyperborea Rydberg,Asteraceae,Artemisia,hyperborea,,species,Rydberg
2898,Artemisia longifolia Nuttall,Asteraceae,Artemisia,longifolia,,species,Nuttall
2904,Artemisia michauxiana Besser,Asteraceae,Artemisia,michauxiana,,species,Besser
2911,Artemisia suksdorfii Piper,Asteraceae,Artemisia,suksdorfii,,species,Piper
2912,Artemisia tilesii Ledebour,Asteraceae,Artemisia,tilesii,,species,Ledebour
2899,Artemisia ludoviciana subsp. candicans (Rydberg) D.D. Keck,Asteraceae,Artemisia,ludoviciana,candicans,subspecies,(Rydberg) D.D. Keck
2901,Artemisia ludoviciana subsp. incompta (Nuttall) D.D. Keck,Asteraceae,Artemisia,ludoviciana,incompta,subspecies,(Nuttall) D.D. Keck
2902,Artemisia ludoviciana Nuttall subsp. ludoviciana,Asteraceae,Artemisia,ludoviciana,ludoviciana,subspecies,Nuttall
2891,Artemisia frigida Willdenow,Asteraceae,Artemisia,frigida,,species,Willdenow
2890,Artemisia dracunculus Linnaeus,Asteraceae,Artemisia,dracunculus,,species,Linnaeus
2882,Artemisia borealis Pallas subsp. borealis,Asteraceae,Artemisia,borealis,borealis,subspecies,Pallas
10729,Artemisia campestris subsp. pacifica (Nuttall) Hall & Clements,Asteraceae,Artemisia,campestris,pacifica,subspecies,(Nuttall) Hall & Clements
2905,Artemisia norvegica subsp. saxatilis (Besser) H.M. Hall & Clements,Asteraceae,Artemisia,norvegica,saxatilis,subspecies,(Besser) H.M. Hall & Clements
2913,Artemisia tridentata Nuttall subsp. tridentata,Asteraceae,Artemisia,tridentata,tridentata,subspecies,Nuttall
2915,Artemisia tridentata subsp. vaseyana (Rydberg) Beetle,Asteraceae,Artemisia,tridentata,vaseyana,subspecies,(Rydberg) Beetle
2916,Artemisia tripartita Rydberg subsp. tripartita,Asteraceae,Artemisia,tripartita,tripartita,subspecies,Rydberg
10625,Chrysanthemum arcticum Linnaeus subsp. arcticum,Asteraceae,Chrysanthemum,arcticum,arcticum,subspecies,Linnaeus
3303,Matricaria discoidea de Candolle,Asteraceae,Matricaria,discoidea,,species,de Candolle
2772,Achillea alpina subsp. multiflora (Hooker) D.F. Murray & Elven,Asteraceae,Achillea,alpina,multiflora,subspecies,(Hooker) D.F. Murray & Elven
29175,Achillea borealis Bongard var. borealis,Asteraceae,Achillea,borealis,borealis,variety,Bongard
12589,Tanacetum bipinnatum subsp. huronense (Nuttall) Breitung,Asteraceae,Tanacetum,bipinnatum,huronense,subspecies,(Nuttall) Breitung
2919,Aster alpinus subsp. vierhapperi Onno,Asteraceae,Aster,alpinus,vierhapperi,subspecies,Onno
2951,Canadanthus modestus (Lindley) G.L. Nesom,Asteraceae,Canadanthus,modestus,,species,(Lindley) G.L. Nesom
2983,Chrysothamnus viscidiflorus subsp. lanceolatus (Nuttall) H.M. Hall & Clements,Asteraceae,Chrysothamnus,viscidiflorus,lanceolatus,subspecies,(Nuttall) H.M. Hall & Clements
3048,Dieteria canescens (Pursh) Nuttall var. canescens,Asteraceae,Dieteria,canescens,canescens,variety,(Pursh) Nuttall
3050,Dieteria canescens var. incana (Lindley) D.R. Morgan & R.L. Hartman,Asteraceae,Dieteria,canescens,incana,variety,(Lindley) D.R. Morgan & R.L. Hartman
32264,"Doellingeria engelmannii (D.C. Eaton) Semple, Brouillet & G.A. Allen",Asteraceae,Doellingeria,engelmannii,,species,"(D.C. Eaton) Semple, Brouillet & G.A. Allen"
32265,"Doellingeria paucicapitata (B.L. Robinson) Semple, Brouillet & G.A. Allen",Asteraceae,Doellingeria,paucicapitata,,species,"(B.L. Robinson) Semple, Brouillet & G.A. Allen"
3066,Ericameria bloomeri (A. Gray) J.F. Macbride,Asteraceae,Ericameria,bloomeri,,species,(A. Gray) J.F. Macbride
3070,Ericameria nauseosa var. speciosa (Nuttall) G.L. Nesom & G.I. Baird,Asteraceae,Ericameria,nauseosa,speciosa,variety,(Nuttall) G.L. Nesom & G.I. Baird
3076,Erigeron aureus Greene,Asteraceae,Erigeron,aureus,,species,Greene
3078,Erigeron caespitosus Nuttall,Asteraceae,Erigeron,caespitosus,,species,Nuttall
3079,Erigeron compositus Pursh,Asteraceae,Erigeron,compositus,,species,Pursh
3080,Erigeron corymbosus Nuttall,Asteraceae,Erigeron,corymbosus,,species,Nuttall
3082,Erigeron divergens Torrey & A. Gray,Asteraceae,Erigeron,divergens,,species,Torrey & A. Gray
3083,Erigeron elatus (Hooker) Greene,Asteraceae,Erigeron,elatus,,species,(Hooker) Greene
3087,Erigeron filifolius (Hooker) Nuttall,Asteraceae,Erigeron,filifolius,,species,(Hooker) Nuttall
3088,Erigeron flagellaris A. Gray,Asteraceae,Erigeron,flagellaris,,species,A. Gray
3093,Erigeron grandiflorus Hooker,Asteraceae,Erigeron,grandiflorus,,species,Hooker
3094,Erigeron humilis Graham,Asteraceae,Erigeron,humilis,,species,Graham
3097,Erigeron lackschewitzii G.L. Nesom & W.A. Weber,Asteraceae,Erigeron,lackschewitzii,,species,G.L. Nesom & W.A. Weber
3098,Erigeron lanatus Hooker,Asteraceae,Erigeron,lanatus,,species,Hooker
3099,Erigeron leibergii Piper,Asteraceae,Erigeron,leibergii,,species,Piper
3100,Erigeron linearis (Hooker) Piper,Asteraceae,Erigeron,linearis,,species,(Hooker) Piper
3101,Erigeron lonchophyllus Hooker,Asteraceae,Erigeron,lonchophyllus,,species,Hooker
3103,Erigeron nivalis Nuttall,Asteraceae,Erigeron,nivalis,,species,Nuttall
3104,Erigeron ochroleucus Nuttall,Asteraceae,Erigeron,ochroleucus,,species,Nuttall
3105,Erigeron pallens Cronquist,Asteraceae,Erigeron,pallens,,species,Cronquist
3123,Erigeron radicatus Hooker,Asteraceae,Erigeron,radicatus,,species,Hooker
3124,Erigeron salishii G.W. Douglas & J.G. Packer,Asteraceae,Erigeron,salishii,,species,G.W. Douglas & J.G. Packer
3125,Erigeron speciosus (Lindley) de Candolle,Asteraceae,Erigeron,speciosus,,species,(Lindley) de Candolle
3129,Erigeron trifidus Hooker,Asteraceae,Erigeron,trifidus,,species,Hooker
3130,Erigeron ×arthurii B. Boivin,Asteraceae,Erigeron,×arthurii,,species,B. Boivin
3071,Erigeron acris var. kamtschaticus (de Candolle) Herder,Asteraceae,Erigeron,acris,kamtschaticus,variety,(de Candolle) Herder
3084,Erigeron uniflorus var. eriocephalus (J. Vahl) B. Boivin,Asteraceae,Erigeron,uniflorus,eriocephalus,variety,(J. Vahl) B. Boivin
3092,Erigeron glabellus var. pubescens Hooker,Asteraceae,Erigeron,glabellus,pubescens,variety,Hooker
3106,Erigeron glacialis (Nuttall) A. Nelson var. glacialis,Asteraceae,Erigeron,glacialis,glacialis,variety,(Nuttall) A. Nelson
3108,Erigeron peregrinus (Banks ex Pursh) Greene var. peregrinus,Asteraceae,Erigeron,peregrinus,peregrinus,variety,(Banks ex Pursh) Greene
3111,Erigeron philadelphicus var. glaber J.K. Henry,Asteraceae,Erigeron,philadelphicus,glaber,variety,J.K. Henry
3113,Erigeron philadelphicus Linnaeus var. philadelphicus,Asteraceae,Erigeron,philadelphicus,philadelphicus,variety,Linnaeus
3115,Erigeron poliospermus A. Gray var. poliospermus,Asteraceae,Erigeron,poliospermus,poliospermus,variety,A. Gray
3119,Erigeron pumilus var. intermedius (Cronquist) S.L. Welsh,Asteraceae,Erigeron,pumilus,intermedius,variety,(Cronquist) S.L. Welsh
3128,Erigeron strigosus Muhlenberg ex Willdenow var. strigosus,Asteraceae,Erigeron,strigosus,strigosus,variety,Muhlenberg ex Willdenow
34453,Erigeron annuus (Linnaeus) Desfontaines,Asteraceae,Erigeron,annuus,,species,(Linnaeus) Desfontaines
3147,Eurybia conspicua (Lindley) G.L. Nesom,Asteraceae,Eurybia,conspicua,,species,(Lindley) G.L. Nesom
3150,Eurybia merita (A. Nelson) G.L. Nesom,Asteraceae,Eurybia,merita,,species,(A. Nelson) G.L. Nesom
3153,Eurybia radulina (A. Gray) G.L. Nesom,Asteraceae,Eurybia,radulina,,species,(A. Gray) G.L. Nesom
3155,Eurybia sibirica (Linnaeus) G.L. Nesom,Asteraceae,Eurybia,sibirica,,species,(Linnaeus) G.L. Nesom
3157,Euthamia graminifolia (Linnaeus) Nuttall,Asteraceae,Euthamia,graminifolia,,species,(Linnaeus) Nuttall
3159,Euthamia occidentalis Nuttall,Asteraceae,Euthamia,occidentalis,,species,Nuttall
32220,Grindelia squarrosa (Pursh) Dunal var. squarrosa,Asteraceae,Grindelia,squarrosa,squarrosa,variety,(Pursh) Dunal
32721,Grindelia humilis Hooker & Arnott var. humilis,Asteraceae,Grindelia,humilis,humilis,variety,Hooker & Arnott
3217,Heterotheca villosa var. minor (Hooker) Semple,Asteraceae,Heterotheca,villosa,minor,variety,(Hooker) Semple
3218,Heterotheca villosa (Pursh) Shinners var. villosa,Asteraceae,Heterotheca,villosa,villosa,variety,(Pursh) Shinners
3255,Ionactis stenomeres (A. Gray) Greene,Asteraceae,Ionactis,stenomeres,,species,(A. Gray) Greene
3375,Pyrrocoma carthamoides Hooker var. carthamoides,Asteraceae,Pyrrocoma,carthamoides,carthamoides,variety,Hooker
3425,Sericocarpus rigidus Lindley,Asteraceae,Sericocarpus,rigidus,,species,Lindley
12278,Solidago bellidifolia Greene,Asteraceae,Solidago,bellidifolia,,species,Greene
12284,Solidago glutinosa Nuttall,Asteraceae,Solidago,glutinosa,,species,Nuttall
3462,Solidago multiradiata Aiton,Asteraceae,Solidago,multiradiata,,species,Aiton
27484,Solidago elongata Nuttall,Asteraceae,Solidago,elongata,,species,Nuttall
3458,Solidago lepida var. salebrosa (Piper) Semple,Asteraceae,Solidago,lepida,salebrosa,variety,(Piper) Semple
3456,Solidago lepida de Candolle var. lepida,Asteraceae,Solidago,lepida,lepida,variety,de Candolle
12045,Solidago altissima var. gilvocanescens (Rydberg) Semple,Asteraceae,Solidago,altissima,gilvocanescens,variety,(Rydberg) Semple
3460,Solidago missouriensis Nuttall,Asteraceae,Solidago,missouriensis,,species,Nuttall
12068,Solidago gigantea var. shinnersii Beaudry,Asteraceae,Solidago,gigantea,shinnersii,variety,Beaudry
12175,Solidago decemflora de Candolle,Asteraceae,Solidago,decemflora,,species,de Candolle
3523,Symphyotrichum boreale (Torrey & A. Gray) Á. Löve & D. Löve,Asteraceae,Symphyotrichum,boreale,,species,(Torrey & A. Gray) Á. Löve & D. Löve
3529,Symphyotrichum ciliolatum (Lindley) Á. Löve & D. Löve,Asteraceae,Symphyotrichum,ciliolatum,,species,(Lindley) Á. Löve & D. Löve
3544,Symphyotrichum laeve subsp. laeve var. geyeri (A. Gray) G.L. Nesom,Asteraceae,Symphyotrichum,laeve,geyeri,variety,(A. Gray) G.L. Nesom
3579,Symphyotrichum puniceum (Linnaeus) Á. Löve & D. Löve var. puniceum,Asteraceae,Symphyotrichum,puniceum,puniceum,variety,(Linnaeus) Á. Löve & D. Löve
3528,Symphyotrichum ciliatum (Ledebour) G.L. Nesom,Asteraceae,Symphyotrichum,ciliatum,,species,(Ledebour) G.L. Nesom
3542,Symphyotrichum frondosum (Nuttall) G.L. Nesom,Asteraceae,Symphyotrichum,frondosum,,species,(Nuttall) G.L. Nesom
3527,Symphyotrichum chilense (Nees) G.L. Nesom,Asteraceae,Symphyotrichum,chilense,,species,(Nees) G.L. Nesom
3585,Symphyotrichum spathulatum var. intermedium (A. Gray) G.L. Nesom,Asteraceae,Symphyotrichum,spathulatum,intermedium,variety,(A. Gray) G.L. Nesom
3587,Symphyotrichum spathulatum (Lindley) G.L. Nesom var. spathulatum,Asteraceae,Symphyotrichum,spathulatum,spathulatum,variety,(Lindley) G.L. Nesom
3538,Symphyotrichum foliaceum var. apricum (A. Gray) G.L. Nesom,Asteraceae,Symphyotrichum,foliaceum,apricum,variety,(A. Gray) G.L. Nesom
3540,Symphyotrichum foliaceum (Lindley ex De Candolle) G.L. Nesom var. foliaceum,Asteraceae,Symphyotrichum,foliaceum,foliaceum,variety,(Lindley ex De Candolle) G.L. Nesom
3541,Symphyotrichum foliaceum var. parryi (D.C.  Eaton) G.L. Nesom,Asteraceae,Symphyotrichum,foliaceum,parryi,variety,(D.C.  Eaton) G.L. Nesom
3588,Symphyotrichum subspicatum (Nees) G.L. Nesom,Asteraceae,Symphyotrichum,subspicatum,,species,(Nees) G.L. Nesom
9872,Symphyotrichum cusickii,Asteraceae,Symphyotrichum,cusickii,,species,
32318,Symphyotrichum hendersonii (Fernald) G.L. Nesom,Asteraceae,Symphyotrichum,hendersonii,,species,(Fernald) G.L. Nesom
12361,Symphyotrichum bracteolatum (Nuttall) G.L. Nesom,Asteraceae,Symphyotrichum,bracteolatum,,species,(Nuttall) G.L. Nesom
33416,Symphyotrichum ×columbianum (Piper) G.L. Nesom,Asteraceae,Symphyotrichum,×columbianum,,species,(Piper) G.L. Nesom
3522,Symphyotrichum ascendens (Lindley) G.L. Nesom,Asteraceae,Symphyotrichum,ascendens,,species,(Lindley) G.L. Nesom
3525,Symphyotrichum campestre (Nuttall) G.L. Nesom var. campestre,Asteraceae,Symphyotrichum,campestre,campestre,variety,(Nuttall) G.L. Nesom
3534,Symphyotrichum ericoides var. pansum (S.F. Blake) G.L. Nesom,Asteraceae,Symphyotrichum,ericoides,pansum,variety,(S.F. Blake) G.L. Nesom
3535,Symphyotrichum falcatum var. commutatum (Torrey & A. Gray) G.L. Nesom,Asteraceae,Symphyotrichum,falcatum,commutatum,variety,(Torrey & A. Gray) G.L. Nesom
