id,scientificName,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship
9624,Salix barrattiana × Salix commutata,Salicaceae,Salix,barrattiana × Salix commutata,,species,
9626,Salix geyeriana × Salix lemmonii,Salicaceae,Salix,geyeriana × Salix lemmonii,,species,
9068,Salix arbusculoides Andersson,Salicaceae,Salix,arbusculoides,,species,Andersson
9087,Salix candida Flüggé ex Willdenow,Salicaceae,Salix,candida,,species,Flüggé ex Willdenow
9097,Salix discolor Muhlenberg,Salicaceae,Salix,discolor,,species,Muhlenberg
9116,Salix hookeriana Barratt ex Hooker,Salicaceae,Salix,hookeriana,,species,Barratt ex Hooker
9157,Salix scouleriana Barratt ex Hooker,Salicaceae,Salix,scouleriana,,species,Barratt ex Hooker
9145,Salix prolixa Andersson,Salicaceae,Salix,prolixa,,species,Andersson
9079,Salix bebbiana Sargent,Salicaceae,Salix,bebbiana,,species,Sargent
9108,Salix geyeriana Andersson,Salicaceae,Salix,geyeriana,,species,Andersson
9120,Salix lemmonii Bebb,Salicaceae,Salix,lemmonii,,species,Bebb
9140,Salix petiolaris Smith,Salicaceae,Salix,petiolaris,,species,Smith
9077,Salix barclayi Andersson,Salicaceae,Salix,barclayi,,species,Andersson
9080,Salix boothii Dorn,Salicaceae,Salix,boothii,,species,Dorn
9094,Salix commutata Bebb,Salicaceae,Salix,commutata,,species,Bebb
9105,Salix farriae C.R. Ball,Salicaceae,Salix,farriae,,species,C.R. Ball
9130,Salix myrtillifolia Andersson,Salicaceae,Salix,myrtillifolia,,species,Andersson
9146,Salix pseudomonticola C.R. Ball,Salicaceae,Salix,pseudomonticola,,species,C.R. Ball
9147,Salix pseudomyrsinites Andersson,Salicaceae,Salix,pseudomyrsinites,,species,Andersson
9150,Salix pyrifolia Andersson,Salicaceae,Salix,pyrifolia,,species,Andersson
9153,Salix richardsonii Hooker,Salicaceae,Salix,richardsonii,,species,Hooker
9166,Salix tweedyi (Bebb ex Rose) C.R. Ball,Salicaceae,Salix,tweedyi,,species,(Bebb ex Rose) C.R. Ball
9098,Salix drummondiana Barratt ex Hooker,Salicaceae,Salix,drummondiana,,species,Barratt ex Hooker
9143,Salix planifolia Pursh,Salicaceae,Salix,planifolia,,species,Pursh
9148,Salix pulchra Chamisso,Salicaceae,Salix,pulchra,,species,Chamisso
9162,Salix sitchensis Sanson ex Bongard,Salicaceae,Salix,sitchensis,,species,Sanson ex Bongard
9063,Salix alaxensis (Andersson) Coville var. alaxensis,Salicaceae,Salix,alaxensis,alaxensis,variety,(Andersson) Coville
9065,Salix alaxensis var. longistylis (Rydberg) C.K. Schneider,Salicaceae,Salix,alaxensis,longistylis,variety,(Rydberg) C.K. Schneider
9078,Salix barrattiana Hooker,Salicaceae,Salix,barrattiana,,species,Hooker
33096,Viola aduncoides Á. Löve & D. Löve,Violaceae,Viola,aduncoides,,species,Á. Löve & D. Löve
9496,Viola nephrophylla Greene,Violaceae,Viola,nephrophylla,,species,Greene
9606,Viola septentrionalis Greene,Violaceae,Viola,septentrionalis,,species,Greene
9489,Viola howellii A. Gray,Violaceae,Viola,howellii,,species,A. Gray
9493,Viola langsdorffii Fischer ex Gingins,Violaceae,Viola,langsdorffii,,species,Fischer ex Gingins
33169,Viola palustris Linnaeus subsp. palustris,Violaceae,Viola,palustris,palustris,subspecies,Linnaeus
9516,Viola renifolia A. Gray,Violaceae,Viola,renifolia,,species,A. Gray
33280,Viola suecica Fries,Violaceae,Viola,suecica,,species,Fries
9523,Viola selkirkii Pursh ex Goldie,Violaceae,Viola,selkirkii,,species,Pursh ex Goldie
9488,Viola glabella Nuttall,Violaceae,Viola,glabella,,species,Nuttall
21527,Viola rugulosa Greene,Violaceae,Viola,rugulosa,,species,Greene
9501,Viola orbiculata (A. Gray) Geyer ex B.D. Jacks,Violaceae,Viola,orbiculata,,species,(A. Gray) Geyer ex B.D. Jacks
9524,Viola sempervirens Greene,Violaceae,Viola,sempervirens,,species,Greene
21578,Viola vallicola var. major (Hooker) Fabijan,Violaceae,Viola,vallicola,major,variety,(Hooker) Fabijan
9479,Viola biflora var. carlottae (Calder & Roy L. Taylor) B. Boivin,Violaceae,Viola,biflora,carlottae,variety,(Calder & Roy L. Taylor) B. Boivin
9510,Viola praemorsa Douglas ex Lindley var. praemorsa,Violaceae,Viola,praemorsa,praemorsa,variety,Douglas ex Lindley
29336,Viola purpurea var. venosa (S. Watson) Brainerd,Violaceae,Viola,purpurea,venosa,variety,(S. Watson) Brainerd
29352,Viola biflora var. carlottae × Viola glabella,Violaceae,Viola,biflora var. carlottae × Viola glabella,,species,
6624,Iliamna rivularis (Douglas) Greene,Malvaceae,Iliamna,rivularis,,species,(Douglas) Greene
6635,Sidalcea hendersonii S. Watson,Malvaceae,Sidalcea,hendersonii,,species,S. Watson
29183,Sidalcea oregana (Nuttall ex Torrey & A. Gray) A. Gray subsp. oregana,Malvaceae,Sidalcea,oregana,oregana,subspecies,(Nuttall ex Torrey & A. Gray) A. Gray
6639,Sphaeralcea munroana (Douglas ex Lindley ) Spach ex A. Gray,Malvaceae,Sphaeralcea,munroana,,species,(Douglas ex Lindley ) Spach ex A. Gray
6637,Sphaeralcea coccinea (Nuttall ) Rydberg var. coccinea,Malvaceae,Sphaeralcea,coccinea,coccinea,variety,(Nuttall ) Rydberg
6600,Ammannia robusta Heer & Regel,Lythraceae,Ammannia,robusta,,species,Heer & Regel
6608,Rotala ramosior (Linnaeus) Koehne,Lythraceae,Rotala,ramosior,,species,(Linnaeus) Koehne
6739,Camissonia contorta (Douglas) Kearney,Onagraceae,Camissonia,contorta,,species,(Douglas) Kearney
6751,Clarkia amoena subsp. caurina (Abrams ex Piper) H. Lewis & M.E. Lewis,Onagraceae,Clarkia,amoena,caurina,subspecies,(Abrams ex Piper) H. Lewis & M.E. Lewis
6753,Clarkia amoena subsp. lindleyi (Douglas) F.H. Lewis & M.E. Lewis,Onagraceae,Clarkia,amoena,lindleyi,subspecies,(Douglas) F.H. Lewis & M.E. Lewis
6754,Clarkia pulchella Pursh,Onagraceae,Clarkia,pulchella,,species,Pursh
6755,Clarkia purpurea subsp. quadrivulnera (Douglas ex Lindley) F.H. Lewis & M.E. Lewis,Onagraceae,Clarkia,purpurea,quadrivulnera,subspecies,(Douglas ex Lindley) F.H. Lewis & M.E. Lewis
6758,Clarkia rhomboidea Douglas,Onagraceae,Clarkia,rhomboidea,,species,Douglas
6801,Gayophytum humile A. Jussieu,Onagraceae,Gayophytum,humile,,species,A. Jussieu
6802,Gayophytum racemosum Torrey & A. Gray,Onagraceae,Gayophytum,racemosum,,species,Torrey & A. Gray
6803,Gayophytum ramosissimum Torrey & A. Gray,Onagraceae,Gayophytum,ramosissimum,,species,Torrey & A. Gray
6799,Gayophytum diffusum subsp. parviflorum F.H. Lewis & Szweykowski,Onagraceae,Gayophytum,diffusum,parviflorum,subspecies,F.H. Lewis & Szweykowski
6738,Taraxia breviflora (Torrey & A. Gray) Nuttall ex Small,Onagraceae,Taraxia,breviflora,,species,(Torrey & A. Gray) Nuttall ex Small
6797,Oenothera suffrutescens (Seringe) W.L. Wagner & Hoch,Onagraceae,Oenothera,suffrutescens,,species,(Seringe) W.L. Wagner & Hoch
6828,Oenothera villosa subsp. strigosa (Rydberg) W. Dietrich & P.H. Raven,Onagraceae,Oenothera,villosa,strigosa,subspecies,(Rydberg) W. Dietrich & P.H. Raven
6822,Oenothera pallida Lindley subsp. pallida,Onagraceae,Oenothera,pallida,pallida,subspecies,Lindley
6737,Neoholmgrenia andina (Nuttall) W.L. Wagner & Hoch,Onagraceae,Neoholmgrenia,andina,,species,(Nuttall) W.L. Wagner & Hoch
6759,Epilobium anagallidifolium Lamarck,Onagraceae,Epilobium,anagallidifolium,,species,Lamarck
6768,Epilobium clavatum Trelease,Onagraceae,Epilobium,clavatum,,species,Trelease
6775,Epilobium hallianum Haussknecht,Onagraceae,Epilobium,hallianum,,species,Haussknecht
6780,Epilobium lactiflorum Haussknecht,Onagraceae,Epilobium,lactiflorum,,species,Haussknecht
6781,Epilobium leptocarpum Haussknecht,Onagraceae,Epilobium,leptocarpum,,species,Haussknecht
6782,Epilobium leptophyllum Rafinesque,Onagraceae,Epilobium,leptophyllum,,species,Rafinesque
6783,Epilobium luteum Pursh,Onagraceae,Epilobium,luteum,,species,Pursh
6785,Epilobium mirabile Trelease,Onagraceae,Epilobium,mirabile,,species,Trelease
6787,Epilobium oregonense Haussknecht,Onagraceae,Epilobium,oregonense,,species,Haussknecht
6788,Epilobium palustre Linnaeus,Onagraceae,Epilobium,palustre,,species,Linnaeus
6791,Epilobium saximontanum Haussknecht,Onagraceae,Epilobium,saximontanum,,species,Haussknecht
6794,Epilobium ×treleasianum Léveillé,Onagraceae,Epilobium,×treleasianum,,species,Léveillé
6765,Epilobium ciliatum subsp. glandulosum (Lehmann) Hoch & P.H. Raven,Onagraceae,Epilobium,ciliatum,glandulosum,subspecies,(Lehmann) Hoch & P.H. Raven
6767,Epilobium ciliatum subsp. watsonii (Barbey) Hoch & P.H. Raven,Onagraceae,Epilobium,ciliatum,watsonii,subspecies,(Barbey) Hoch & P.H. Raven
6762,Epilobium ciliatum Rafinesque subsp. ciliatum var. ciliatum,Onagraceae,Epilobium,ciliatum,ciliatum,variety,Rafinesque
6773,Epilobium glaberrimum subsp. fastigiatum (Nuttall) Hoch & P.H. Raven,Onagraceae,Epilobium,glaberrimum,fastigiatum,subspecies,(Nuttall) Hoch & P.H. Raven
6777,Epilobium hornemannii subsp. behringianum (Haussknecht) Hoch & P.H. Raven,Onagraceae,Epilobium,hornemannii,behringianum,subspecies,(Haussknecht) Hoch & P.H. Raven
6779,Epilobium hornemannii Reichenbach subsp. hornemannii,Onagraceae,Epilobium,hornemannii,hornemannii,subspecies,Reichenbach
29045,Epilobium smithii H. Léveillé,Onagraceae,Epilobium,smithii,,species,H. Léveillé
32974,Epilobium davuricum Fischer ex Sprengel,Onagraceae,Epilobium,davuricum,,species,Fischer ex Sprengel
6761,Epilobium brachycarpum C. Presl,Onagraceae,Epilobium,brachycarpum,,species,C. Presl
6771,Epilobium densiflorum (Lindley) Hoch & P.H. Raven,Onagraceae,Epilobium,densiflorum,,species,(Lindley) Hoch & P.H. Raven
6793,Epilobium torreyi (S. Watson) Hoch & P.H. Raven,Onagraceae,Epilobium,torreyi,,species,(S. Watson) Hoch & P.H. Raven
6772,Epilobium foliosum (Torrey & A. Gray) Suksdorf,Onagraceae,Epilobium,foliosum,,species,(Torrey & A. Gray) Suksdorf
6784,Epilobium minutum Lindley,Onagraceae,Epilobium,minutum,,species,Lindley
6790,Epilobium campestre (Jepson) Hoch & W.L. Wagner,Onagraceae,Epilobium,campestre,,species,(Jepson) Hoch & W.L. Wagner
17495,Chamaenerion latifolium (Linnaeus) Sweet,Onagraceae,Chamaenerion,latifolium,,species,(Linnaeus) Sweet
29497,Chamaenerion angustifolium (Linnaeus) Scopoli subsp. angustifolium,Onagraceae,Chamaenerion,angustifolium,angustifolium,subspecies,(Linnaeus) Scopoli
29498,Chamaenerion angustifolium subsp. circumvagum (Mosquin) Moldenke,Onagraceae,Chamaenerion,angustifolium,circumvagum,subspecies,(Mosquin) Moldenke
6745,Circaea alpina Linnaeus subsp. alpina,Onagraceae,Circaea,alpina,alpina,subspecies,Linnaeus
6747,Circaea alpina subsp. pacifica (Ascherson & Magnus) P.H. Raven,Onagraceae,Circaea,alpina,pacifica,subspecies,(Ascherson & Magnus) P.H. Raven
6806,Ludwigia palustris (Linnaeus) Elliott,Onagraceae,Ludwigia,palustris,,species,(Linnaeus) Elliott
7082,Oxalis oregana Nuttall,Oxalidaceae,Oxalis,oregana,,species,Nuttall
5456,Elaeagnus commutata Bernhardi ex Rydberg,Elaeagnaceae,Elaeagnus,commutata,,species,Bernhardi ex Rydberg
5461,Shepherdia canadensis (Linnaeus) Nuttall,Elaeagnaceae,Shepherdia,canadensis,,species,(Linnaeus) Nuttall
8589,Ceanothus sanguineus Pursh,Rhamnaceae,Ceanothus,sanguineus,,species,Pursh
8590,Ceanothus velutinus var. laevigatus Torrey & A. Gray,Rhamnaceae,Ceanothus,velutinus,laevigatus,variety,Torrey & A. Gray
8592,Ceanothus velutinus Douglas var. velutinus,Rhamnaceae,Ceanothus,velutinus,velutinus,variety,Douglas
8594,Frangula purshiana (de Candolle) A. Gray ex J.G. Cooper subsp. purshiana,Rhamnaceae,Frangula,purshiana,purshiana,subspecies,(de Candolle) A. Gray ex J.G. Cooper
30391,Endotropis alnifolia (L'Héritier) Hauenschild,Rhamnaceae,Endotropis,alnifolia,,species,(L'Héritier) Hauenschild
8732,Dryas drummondii Richardson ex Hooker,Rosaceae,Dryas,drummondii,,species,Richardson ex Hooker
8735,Dryas integrifolia Vahl subsp. integrifolia,Rosaceae,Dryas,integrifolia,integrifolia,subspecies,Vahl
8737,Dryas integrifolia subsp. sylvatica (Hultén) Hultén,Rosaceae,Dryas,integrifolia,sylvatica,subspecies,(Hultén) Hultén
20033,Dryas alaskensis A.E. Porsild,Rosaceae,Dryas,alaskensis,,species,A.E. Porsild
20034,Dryas hookeriana Juzepczuk,Rosaceae,Dryas,hookeriana,,species,Juzepczuk
34465,Dryas ajanensis subsp. beringensis × Dryas integrifolia subsp. integrifolia,Rosaceae,Dryas,ajanensis subsp. beringensis × Dryas integrifolia subsp. integrifolia,,species,
8883,Purshia tridentata (Pursh) de Candolle,Rosaceae,Purshia,tridentata,,species,(Pursh) de Candolle
8599,Geum rossii (R. Brown) Seringe,Rosaceae,Geum,rossii,,species,(R. Brown) Seringe
8763,Geum aleppicum Jacquin,Rosaceae,Geum,aleppicum,,species,Jacquin
8764,Geum calthifolium Menzies ex Smith,Rosaceae,Geum,calthifolium,,species,Menzies ex Smith
8772,Geum rivale Linnaeus,Rosaceae,Geum,rivale,,species,Linnaeus
8773,Geum schofieldii Calder & Roy L. Taylor,Rosaceae,Geum,schofieldii,,species,Calder & Roy L. Taylor
8768,Geum macrophyllum Willdenow var. macrophyllum,Rosaceae,Geum,macrophyllum,macrophyllum,variety,Willdenow
8771,Geum macrophyllum var. perincisum (Rydberg) Raup,Rosaceae,Geum,macrophyllum,perincisum,variety,(Rydberg) Raup
8774,Geum triflorum Pursh var. triflorum,Rosaceae,Geum,triflorum,triflorum,variety,Pursh
9595,Geum triflorum var. ciliatum (Pursh) Fassett,Rosaceae,Geum,triflorum,ciliatum,variety,(Pursh) Fassett
9768,Aphanes occidentalis (Nuttall) Rydberg,Rosaceae,Aphanes,occidentalis,,species,(Nuttall) Rydberg
8642,Chamaerhodos erecta (Linnaeus) Bunge,Rosaceae,Chamaerhodos,erecta,,species,(Linnaeus) Bunge
8643,Comarum palustre Linnaeus,Rosaceae,Comarum,palustre,,species,Linnaeus
8728,Dasiphora fruticosa (Linnaeus) Rydberg,Rosaceae,Dasiphora,fruticosa,,species,(Linnaeus) Rydberg
8751,Fragaria chiloensis subsp. lucida (E. Vilmorin ex J. Gay) Staudt,Rosaceae,Fragaria,chiloensis,lucida,subspecies,(E. Vilmorin ex J. Gay) Staudt
8753,Fragaria chiloensis subsp. pacifica Staudt,Rosaceae,Fragaria,chiloensis,pacifica,subspecies,Staudt
8754,Fragaria vesca subsp. americana (Porter) Staudt,Rosaceae,Fragaria,vesca,americana,subspecies,(Porter) Staudt
8756,Fragaria vesca subsp. bracteata (A. Heller) Staudt,Rosaceae,Fragaria,vesca,bracteata,subspecies,(A. Heller) Staudt
8757,Fragaria virginiana subsp. glauca (S. Watson) Staudt,Rosaceae,Fragaria,virginiana,glauca,subspecies,(S. Watson) Staudt
8759,Fragaria virginiana subsp. platypetala (Rydberg) Staudt,Rosaceae,Fragaria,virginiana,platypetala,subspecies,(Rydberg) Staudt
8801,Potentilla biennis Greene,Rosaceae,Potentilla,biennis,,species,Greene
8833,Potentilla norvegica Linnaeus,Rosaceae,Potentilla,norvegica,,species,Linnaeus
8845,Potentilla rivalis Nuttall,Rosaceae,Potentilla,rivalis,,species,Nuttall
8836,Potentilla supina subsp. paradoxa (Nuttall) Soják,Rosaceae,Potentilla,supina,paradoxa,subspecies,(Nuttall) Soják
8802,Potentilla biflora Willdenow ex Schlechtendal,Rosaceae,Potentilla,biflora,,species,Willdenow ex Schlechtendal
8838,Potentilla litoralis Rydberg,Rosaceae,Potentilla,litoralis,,species,Rydberg
8839,Potentilla pensylvanica Linnaeus,Rosaceae,Potentilla,pensylvanica,,species,Linnaeus
8810,Potentilla drummondii Lehmann,Rosaceae,Potentilla,drummondii,,species,Lehmann
8842,Potentilla pulcherrima Lehmann,Rosaceae,Potentilla,pulcherrima,,species,Lehmann
8807,Potentilla glaucophylla var. perdissecta (Rydberg) Soják,Rosaceae,Potentilla,glaucophylla,perdissecta,variety,(Rydberg) Soják
8809,Potentilla glaucophylla Lehmann var. glaucophylla,Rosaceae,Potentilla,glaucophylla,glaucophylla,variety,Lehmann
8822,Potentilla gracilis Douglas ex Hooker var. gracilis,Rosaceae,Potentilla,gracilis,gracilis,variety,Douglas ex Hooker
9788,Potentilla gracilis var. flabelliformis (Lehmann) Nuttall ex Torrey & A. Gray,Rosaceae,Potentilla,gracilis,flabelliformis,variety,(Lehmann) Nuttall ex Torrey & A. Gray
9789,Potentilla gracilis var. fastigiata (Nuttall) S. Watson,Rosaceae,Potentilla,gracilis,fastigiata,variety,(Nuttall) S. Watson
29968,Potentilla brunnescens Rydberg,Rosaceae,Potentilla,brunnescens,,species,Rydberg
8824,Potentilla hippiana Lehmann,Rosaceae,Potentilla,hippiana,,species,Lehmann
8813,Potentilla elegans Chamisso & Schlechtendal,Rosaceae,Potentilla,elegans,,species,Chamisso & Schlechtendal
8817,Potentilla flabellifolia Hooker ex Torrey & A. Gray,Rosaceae,Potentilla,flabellifolia,,species,Hooker ex Torrey & A. Gray
9772,Potentilla nana Willdenow ex D.F.K. Schlechtendal,Rosaceae,Potentilla,nana,,species,Willdenow ex D.F.K. Schlechtendal
8829,Potentilla hyparctica subsp. elatior (Abromeit) Elven & D.F. Murray,Rosaceae,Potentilla,hyparctica,elatior,subspecies,(Abromeit) Elven & D.F. Murray
9773,Potentilla hyparctica Malte subsp. hyparctica,Rosaceae,Potentilla,hyparctica,hyparctica,subspecies,Malte
8832,Potentilla nivea Linnaeus,Rosaceae,Potentilla,nivea,,species,Linnaeus
8855,Potentilla villosula Jurtzev,Rosaceae,Potentilla,villosula,,species,Jurtzev
9778,Potentilla villosa Pallas ex Pursh,Rosaceae,Potentilla,villosa,,species,Pallas ex Pursh
9780,Potentilla subvahliana Jurtzev,Rosaceae,Potentilla,subvahliana,,species,Jurtzev
9781,Potentilla subgorodkovii Jurtzev,Rosaceae,Potentilla,subgorodkovii,,species,Jurtzev
9776,Potentilla arenosa (Turczaninow) Juzepczuk subsp. arenosa,Rosaceae,Potentilla,arenosa,arenosa,subspecies,(Turczaninow) Juzepczuk
8834,Potentilla ovina J.M. Macoun var. ovina,Rosaceae,Potentilla,ovina,ovina,variety,J.M. Macoun
8847,Potentilla rubricaulis Lehmann,Rosaceae,Potentilla,rubricaulis,,species,Lehmann
9782,Potentilla furcata A.E. Porsild,Rosaceae,Potentilla,furcata,,species,A.E. Porsild
20243,Potentilla hookeriana Lehmann,Rosaceae,Potentilla,hookeriana,,species,Lehmann
8960,Sibbaldia procumbens Linnaeus,Rosaceae,Sibbaldia,procumbens,,species,Linnaeus
8798,Drymocallis arguta (Pursh) Rydberg,Rosaceae,Drymocallis,arguta,,species,(Pursh) Rydberg
8799,Drymocallis convallaria (Rydberg) Rydberg,Rosaceae,Drymocallis,convallaria,,species,(Rydberg) Rydberg
8818,Drymocallis glandulosa (Lindley) Rydberg var. glandulosa,Rosaceae,Drymocallis,glandulosa,glandulosa,variety,(Lindley) Rydberg
8820,Drymocallis pseudorupestris var. saxicola Ertter,Rosaceae,Drymocallis,pseudorupestris,saxicola,variety,Ertter
19830,Argentina anserina (Linnaeus) Rydberg subsp. anserina,Rosaceae,Argentina,anserina,anserina,subspecies,(Linnaeus) Rydberg
26148,Argentina pacifica (Howell) Rydberg,Rosaceae,Argentina,pacifica,,species,(Howell) Rydberg
23887,Rosa gymnocarpa Nuttall var. gymnocarpa,Rosaceae,Rosa,gymnocarpa,gymnocarpa,variety,Nuttall
8886,Rosa acicularis subsp. sayi (Schweinitz) W.H. Lewis,Rosaceae,Rosa,acicularis,sayi,subspecies,(Schweinitz) W.H. Lewis
8916,Rosa woodsii subsp. ultramontana (S. Watson) Roy L. Taylor & MacBryde,Rosaceae,Rosa,woodsii,ultramontana,subspecies,(S. Watson) Roy L. Taylor & MacBryde
8918,Rosa woodsii Lindley subsp. woodsii,Rosaceae,Rosa,woodsii,woodsii,subspecies,Lindley
8902,Rosa nutkana subsp. macdougalii (Holzinger) Piper,Rosaceae,Rosa,nutkana,macdougalii,subspecies,(Holzinger) Piper
8904,Rosa nutkana C. Presl subsp. nutkana,Rosaceae,Rosa,nutkana,nutkana,subspecies,C. Presl
8907,Rosa pisocarpa A. Gray subsp. pisocarpa,Rosaceae,Rosa,pisocarpa,pisocarpa,subspecies,A. Gray
30361,Rosa ×engelmannii subsp. britannicae-columbiae W. H. Lewis,Rosaceae,Rosa,×engelmannii,britannicae-columbiae,subspecies,W. H. Lewis
30362,Rosa ×engelmannii subsp. occidentalis W.H. Lewis,Rosaceae,Rosa,×engelmannii,occidentalis,subspecies,W.H. Lewis
30369,Rosa ×victoriana W.H. Lewis,Rosaceae,Rosa,×victoriana,,species,W.H. Lewis
8937,Rubus lasiococcus A. Gray,Rosaceae,Rubus,lasiococcus,,species,A. Gray
8928,Rubus chamaemorus Linnaeus,Rosaceae,Rubus,chamaemorus,,species,Linnaeus
8943,Rubus pedatus Smith,Rosaceae,Rubus,pedatus,,species,Smith
8942,Rubus parviflorus Nuttall nom. cons.,Rosaceae,Rubus,parviflorus,,species,Nuttall nom. cons.
8939,Rubus nivalis Douglas ex Hooker,Rosaceae,Rubus,nivalis,,species,Douglas ex Hooker
8950,Rubus ursinus Chamisso & Schlechtendal,Rosaceae,Rubus,ursinus,,species,Chamisso & Schlechtendal
8934,Rubus idaeus subsp. strigosus (Michaux) Focke,Rosaceae,Rubus,idaeus,strigosus,subspecies,(Michaux) Focke
8921,Rubus arcticus subsp. acaulis (Michaux) Focke,Rosaceae,Rubus,arcticus,acaulis,subspecies,(Michaux) Focke
8924,Rubus arcticus subsp. stellatus (J.E. Smith) B. Boivin,Rosaceae,Rubus,arcticus,stellatus,subspecies,(J.E. Smith) B. Boivin
8945,Rubus pubescens Rafinesque,Rosaceae,Rubus,pubescens,,species,Rafinesque
8948,Rubus spectabilis Pursh,Rosaceae,Rubus,spectabilis,,species,Pursh
27383,Rubus leucodermis Douglas ex Torrey & A. Gray var. leucodermis,Rosaceae,Rubus,leucodermis,leucodermis,variety,Douglas ex Torrey & A. Gray
8601,Agrimonia gryposepala Wallroth,Rosaceae,Agrimonia,gryposepala,,species,Wallroth
8605,Agrimonia striata Michaux,Rosaceae,Agrimonia,striata,,species,Michaux
8955,Sanguisorba stipulata Rafinesque,Rosaceae,Sanguisorba,stipulata,,species,Rafinesque
8956,Sanguisorba menziesii Rydberg,Rosaceae,Sanguisorba,menziesii,,species,Rydberg
8959,Sanguisorba officinalis Linnaeus,Rosaceae,Sanguisorba,officinalis,,species,Linnaeus
9750,Poteridium occidentale Rydberg,Rosaceae,Poteridium,occidentale,,species,Rydberg
9649,Amelanchier cusickii Fernald,Rosaceae,Amelanchier,cusickii,,species,Fernald
8616,Amelanchier alnifolia (Nuttall) Nuttall ex M. Roemer var. alnifolia,Rosaceae,Amelanchier,alnifolia,alnifolia,variety,(Nuttall) Nuttall ex M. Roemer
9648,Amelanchier alnifolia var. semiintegrifolia (Hooker) C.L. Hitchcock,Rosaceae,Amelanchier,alnifolia,semiintegrifolia,variety,(Hooker) C.L. Hitchcock
8658,Crataegus chrysocarpa Ashe var. chrysocarpa,Rosaceae,Crataegus,chrysocarpa,chrysocarpa,variety,Ashe
8660,Crataegus chrysocarpa var. piperi (Britton) Kruschke,Rosaceae,Crataegus,chrysocarpa,piperi,variety,(Britton) Kruschke
9676,Crataegus chrysocarpa var. vernonensis J.B. Phipps & O'Kennon,Rosaceae,Crataegus,chrysocarpa,vernonensis,variety,J.B. Phipps & O'Kennon
24167,Crataegus sheila-phippsiae J.B. Phipps & O'Kennon var. sheila-phippsiae,Rosaceae,Crataegus,sheila-phippsiae,sheila-phippsiae,variety,J.B. Phipps & O'Kennon
8693,Crataegus macracantha Loddiges ex Loudon,Rosaceae,Crataegus,macracantha,,species,Loddiges ex Loudon
8655,Crataegus castlegarensis J.B. Phipps & O'Kennon,Rosaceae,Crataegus,castlegarensis,,species,J.B. Phipps & O'Kennon
8675,Crataegus douglasii Lindley,Rosaceae,Crataegus,douglasii,,species,Lindley
8704,Crataegus okennonii J.B. Phipps,Rosaceae,Crataegus,okennonii,,species,J.B. Phipps
9668,Crataegus shuswapensis J.B. Phipps & O'Kennon,Rosaceae,Crataegus,shuswapensis,,species,J.B. Phipps & O'Kennon
8722,Crataegus suksdorfii (Sargent) Kruschke,Rosaceae,Crataegus,suksdorfii,,species,(Sargent) Kruschke
8651,Crataegus atrovirens J.B. Phipps & O'Kennon,Rosaceae,Crataegus,atrovirens,,species,J.B. Phipps & O'Kennon
8676,Crataegus enderbyensis J.B. Phipps & O'Kennon,Rosaceae,Crataegus,enderbyensis,,species,J.B. Phipps & O'Kennon
8705,Crataegus orbicularis J.B. Phipps & O'Kennon,Rosaceae,Crataegus,orbicularis,,species,J.B. Phipps & O'Kennon
8708,Crataegus phippsii O'Kennon,Rosaceae,Crataegus,phippsii,,species,O'Kennon
8702,Crataegus okanaganensis J.B. Phipps & O'Kennon var. okanaganensis,Rosaceae,Crataegus,okanaganensis,okanaganensis,variety,J.B. Phipps & O'Kennon
23983,Crataegus okanaganensis var. wellsii J.B. Phipps & O'Kennon,Rosaceae,Crataegus,okanaganensis,wellsii,variety,J.B. Phipps & O'Kennon
8788,Malus fusca (Rafinesque) C.K. Schneider,Rosaceae,Malus,fusca,,species,(Rafinesque) C.K. Schneider
8966,Sorbus scopulina Greene,Rosaceae,Sorbus,scopulina,,species,Greene
8967,Sorbus sitchensis var. grayi (Wenzig) C.L. Hitchcock,Rosaceae,Sorbus,sitchensis,grayi,variety,(Wenzig) C.L. Hitchcock
8969,Sorbus sitchensis M. Roemer var. sitchensis,Rosaceae,Sorbus,sitchensis,sitchensis,variety,M. Roemer
8782,Holodiscus discolor (Pursh) Maximowicz var. discolor,Rosaceae,Holodiscus,discolor,discolor,variety,(Pursh) Maximowicz
8785,Luetkea pectinata (Pursh) Kuntze,Rosaceae,Luetkea,pectinata,,species,(Pursh) Kuntze
8973,Spiraea lucida Douglas ex Greene,Rosaceae,Spiraea,lucida,,species,Douglas ex Greene
8984,Spiraea stevenii (C.K. Schneider) Rydberg,Rosaceae,Spiraea,stevenii,,species,(C.K. Schneider) Rydberg
8988,Spiraea ×pyramidata Greene,Rosaceae,Spiraea,×pyramidata,,species,Greene
8976,Spiraea douglasii Hooker var. douglasii,Rosaceae,Spiraea,douglasii,douglasii,variety,Hooker
8978,Spiraea douglasii var. menziesii (Hooker) C. Presl,Rosaceae,Spiraea,douglasii,menziesii,variety,(Hooker) C. Presl
8982,Spiraea splendens Baumann ex K. Koch var. splendens,Rosaceae,Spiraea,splendens,splendens,variety,Baumann ex K. Koch
8639,Aruncus dioicus var. acuminatus (Rydberg) H. Hara,Rosaceae,Aruncus,dioicus,acuminatus,variety,(Rydberg) H. Hara
