species,decimalLatitude,decimalLongitude,year,basisOfRecord,coordinateUncertaintyInMeters,datasetName
Mahonia aquifolium,49.910883,-119.476428,2026,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations
Mahonia aquifolium,48.437809,-123.2961,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.595813,-123.391092,2026,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations
Mahonia aquifolium,49.277444,-123.040354,2026,HUMAN_OBSERVATION,19.0,iNaturalist research-grade observations
Mahonia aquifolium,48.410883,-123.364945,2026,HUMAN_OBSERVATION,217.0,iNaturalist research-grade observations
Mahonia aquifolium,48.464112,-123.312325,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,48.492793,-123.345407,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.469441,-123.336933,2026,HUMAN_OBSERVATION,17.0,iNaturalist research-grade observations
Mahonia aquifolium,49.904056,-119.390313,2026,HUMAN_OBSERVATION,143.0,iNaturalist research-grade observations
Mahonia aquifolium,49.93682,-119.442395,2026,HUMAN_OBSERVATION,23.0,iNaturalist research-grade observations
Mahonia aquifolium,48.492746,-123.345513,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.468212,-123.470519,2026,HUMAN_OBSERVATION,432.0,iNaturalist research-grade observations
Mahonia aquifolium,48.491606,-123.397767,2026,HUMAN_OBSERVATION,26.0,iNaturalist research-grade observations
Mahonia aquifolium,50.136954,-119.504863,2026,HUMAN_OBSERVATION,8.0,iNaturalist research-grade observations
Mahonia aquifolium,48.456713,-123.323116,2026,HUMAN_OBSERVATION,7.0,iNaturalist research-grade observations
Mahonia aquifolium,49.34351,-123.116541,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,49.32762,-122.949344,2026,HUMAN_OBSERVATION,13.0,iNaturalist research-grade observations
Mahonia aquifolium,48.495339,-123.484533,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,48.460404,-123.321437,2026,HUMAN_OBSERVATION,21.0,iNaturalist research-grade observations
Mahonia aquifolium,48.460335,-123.321144,2026,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations
Mahonia aquifolium,48.459192,-123.322167,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,49.286553,-119.584695,2026,HUMAN_OBSERVATION,10.0,iNaturalist research-grade observations
Mahonia aquifolium,48.494219,-123.483003,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,48.494136,-123.483014,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,49.341838,-123.016686,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,49.05837,-122.875617,2026,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations
Mahonia aquifolium,49.89603,-119.499746,2026,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations
Mahonia aquifolium,48.475839,-123.300938,2026,HUMAN_OBSERVATION,136.0,iNaturalist research-grade observations
Mahonia aquifolium,49.923857,-119.434864,2026,HUMAN_OBSERVATION,12.0,iNaturalist research-grade observations
Mahonia aquifolium,48.492744,-123.489111,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,49.408276,-123.530997,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,49.655175,-116.93247,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.461143,-123.372858,2026,HUMAN_OBSERVATION,7.0,iNaturalist research-grade observations
Mahonia aquifolium,48.495311,-123.484578,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,48.461205,-123.372855,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,50.255111,-119.266806,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,48.459218,-123.322216,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.46469,-123.314261,2026,HUMAN_OBSERVATION,11.0,iNaturalist research-grade observations
Mahonia aquifolium,48.461394,-123.312493,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.459227,-123.322127,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.461432,-123.312458,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.421771,-123.327399,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,48.496167,-123.341317,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.331073,-123.640334,2026,HUMAN_OBSERVATION,1452.0,iNaturalist research-grade observations
Mahonia aquifolium,49.152854,-122.405467,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,49.909692,-119.495567,2026,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations
Mahonia aquifolium,49.914313,-119.490037,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.666992,-119.599388,2026,HUMAN_OBSERVATION,39.0,iNaturalist research-grade observations
Mahonia aquifolium,49.306083,-117.641297,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.418301,-117.548063,2026,HUMAN_OBSERVATION,9.0,iNaturalist research-grade observations
Mahonia aquifolium,49.227873,-122.780522,2026,HUMAN_OBSERVATION,33.0,iNaturalist research-grade observations
Mahonia aquifolium,49.513828,-119.541292,2026,HUMAN_OBSERVATION,7.0,iNaturalist research-grade observations
Mahonia aquifolium,49.512428,-119.54065,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,49.131733,-123.698312,2026,HUMAN_OBSERVATION,31.0,iNaturalist research-grade observations
Mahonia aquifolium,49.51153,-119.537383,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,49.514622,-119.53678,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.417767,-123.364175,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.51293,-119.541022,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,49.343623,-117.873863,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,49.327303,-119.541711,2026,HUMAN_OBSERVATION,2028.0,iNaturalist research-grade observations
Mahonia aquifolium,49.511867,-119.539642,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,48.45667,-123.32525,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.5185,-119.538842,2026,HUMAN_OBSERVATION,53.0,iNaturalist research-grade observations
Mahonia aquifolium,49.586778,-119.710893,2026,HUMAN_OBSERVATION,358.0,iNaturalist research-grade observations
Mahonia aquifolium,48.456597,-123.322975,2026,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations
Mahonia aquifolium,49.501167,-117.302322,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.518158,-123.419792,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.19264,-122.825954,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.85233,-119.54058,2026,HUMAN_OBSERVATION,57.0,iNaturalist research-grade observations
Mahonia aquifolium,48.469162,-123.420105,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,48.408855,-123.354575,2026,HUMAN_OBSERVATION,1409.0,iNaturalist research-grade observations
Mahonia aquifolium,49.78199,-119.724756,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,49.642162,-116.868471,2026,HUMAN_OBSERVATION,20.0,iNaturalist research-grade observations
Mahonia aquifolium,48.464912,-123.314888,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,50.115069,-122.950111,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,49.918,-119.5541,2026,HUMAN_OBSERVATION,28.0,iNaturalist research-grade observations
Mahonia aquifolium,48.422512,-123.375205,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.871831,-123.3125,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,49.297364,-119.034591,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,49.2168,-116.630578,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.909539,-119.562633,2026,HUMAN_OBSERVATION,15.0,iNaturalist research-grade observations
Mahonia aquifolium,49.910797,-119.541497,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,49.5299,-117.268738,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.468074,-123.335633,2026,HUMAN_OBSERVATION,9.0,iNaturalist research-grade observations
Mahonia aquifolium,48.407536,-123.357269,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,49.273878,-123.029506,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,49.197658,-116.624183,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.154452,-123.890729,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,50.266814,-119.310019,2026,HUMAN_OBSERVATION,55.0,iNaturalist research-grade observations
Mahonia aquifolium,49.912422,-119.5411,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,48.48558,-123.446815,2026,HUMAN_OBSERVATION,7.0,iNaturalist research-grade observations
Mahonia aquifolium,48.456488,-123.478363,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,48.42247,-123.382255,2026,HUMAN_OBSERVATION,1.0,iNaturalist research-grade observations
Mahonia aquifolium,49.911469,-119.552606,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,48.405968,-123.322365,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,49.912781,-119.557319,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,49.165498,-123.893533,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,48.486106,-123.537829,2026,HUMAN_OBSERVATION,10.0,iNaturalist research-grade observations
Mahonia aquifolium,48.464296,-123.311191,2026,HUMAN_OBSERVATION,24.0,iNaturalist research-grade observations
Mahonia aquifolium,49.610414,-117.563463,2026,HUMAN_OBSERVATION,179.0,iNaturalist research-grade observations
Mahonia aquifolium,50.209319,-119.233353,2026,HUMAN_OBSERVATION,14.0,iNaturalist research-grade observations
Mahonia aquifolium,49.491378,-117.443695,2026,HUMAN_OBSERVATION,1004.0,iNaturalist research-grade observations
Mahonia aquifolium,49.340088,-119.813408,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.4851,-123.537209,2026,HUMAN_OBSERVATION,11.0,iNaturalist research-grade observations
Mahonia aquifolium,48.8554,-123.500824,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.461477,-123.310888,2026,HUMAN_OBSERVATION,9.0,iNaturalist research-grade observations
Mahonia aquifolium,48.491817,-123.353578,2026,HUMAN_OBSERVATION,9.0,iNaturalist research-grade observations
Mahonia aquifolium,48.46474,-123.31391,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.466107,-123.373892,2026,HUMAN_OBSERVATION,14.0,iNaturalist research-grade observations
Mahonia aquifolium,49.219647,-123.213045,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.173188,-122.576232,2026,HUMAN_OBSERVATION,14.0,iNaturalist research-grade observations
Mahonia aquifolium,48.479737,-123.537645,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.940376,-119.443604,2026,HUMAN_OBSERVATION,92.0,iNaturalist research-grade observations
Mahonia aquifolium,49.078383,-119.521483,2026,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations
Mahonia aquifolium,49.12603,-123.056831,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,48.494755,-123.338172,2026,HUMAN_OBSERVATION,18.0,iNaturalist research-grade observations
Mahonia aquifolium,48.461561,-123.310214,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,49.199371,-122.641174,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,49.94027,-119.44015,2026,HUMAN_OBSERVATION,55.0,iNaturalist research-grade observations
Mahonia aquifolium,49.178028,-119.775153,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.494987,-123.3377,2026,HUMAN_OBSERVATION,7.0,iNaturalist research-grade observations
Mahonia aquifolium,48.425756,-123.345392,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.474633,-123.339488,2026,HUMAN_OBSERVATION,55.0,iNaturalist research-grade observations
Mahonia aquifolium,49.033737,-118.437348,2026,HUMAN_OBSERVATION,67.0,iNaturalist research-grade observations
Mahonia aquifolium,49.043464,-123.888258,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,48.484681,-123.511644,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.484708,-123.511573,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.46028,-123.322297,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.465256,-123.312443,2026,HUMAN_OBSERVATION,9.0,iNaturalist research-grade observations
Mahonia aquifolium,49.926845,-119.381088,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.476406,-123.461067,2026,HUMAN_OBSERVATION,17.0,iNaturalist research-grade observations
Mahonia aquifolium,48.479595,-123.538008,2026,HUMAN_OBSERVATION,13.0,iNaturalist research-grade observations
Mahonia aquifolium,48.325718,-123.63006,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.46142,-123.312408,2026,HUMAN_OBSERVATION,11.0,iNaturalist research-grade observations
Mahonia aquifolium,48.484067,-123.444138,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,48.322711,-123.637,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.463708,-123.31056,2026,HUMAN_OBSERVATION,19.0,iNaturalist research-grade observations
Mahonia aquifolium,48.443795,-123.351495,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.480933,-123.536933,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.667442,-124.899548,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.491307,-123.348462,2026,HUMAN_OBSERVATION,34.0,iNaturalist research-grade observations
Mahonia aquifolium,48.464328,-123.314797,2026,HUMAN_OBSERVATION,8.0,iNaturalist research-grade observations
Mahonia aquifolium,48.518197,-123.380398,2026,HUMAN_OBSERVATION,971.0,iNaturalist research-grade observations
Mahonia aquifolium,48.495055,-123.338137,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.107536,-117.683503,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.919858,-119.449699,2026,HUMAN_OBSERVATION,326.0,iNaturalist research-grade observations
Mahonia aquifolium,49.10875,-117.703247,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.469003,-123.468078,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,48.479242,-123.548195,2026,HUMAN_OBSERVATION,13.0,iNaturalist research-grade observations
Mahonia aquifolium,49.494125,-119.568,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,50.07652,-119.409217,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.45628,-123.47902,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.462717,-123.3119,2026,HUMAN_OBSERVATION,43.0,iNaturalist research-grade observations
Mahonia aquifolium,49.172467,-117.722175,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.494775,-123.337713,2026,HUMAN_OBSERVATION,11.0,iNaturalist research-grade observations
Mahonia aquifolium,48.416272,-123.375687,2026,HUMAN_OBSERVATION,22.0,iNaturalist research-grade observations
Mahonia aquifolium,49.937434,-119.440667,2026,HUMAN_OBSERVATION,59.0,iNaturalist research-grade observations
Mahonia aquifolium,49.122522,-123.176514,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,48.461459,-123.311842,2026,HUMAN_OBSERVATION,31.0,iNaturalist research-grade observations
Mahonia aquifolium,49.222237,-117.693817,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.105167,-117.697792,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.947957,-119.433677,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,49.122486,-123.176458,2026,HUMAN_OBSERVATION,9.0,iNaturalist research-grade observations
Mahonia aquifolium,49.139758,-117.741888,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.48187,-123.538008,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.5047,-117.599388,2026,HUMAN_OBSERVATION,33.0,iNaturalist research-grade observations
Mahonia aquifolium,49.286626,-122.79028,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,48.492733,-123.345847,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,49.108367,-117.6978,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.918542,-119.441075,2026,HUMAN_OBSERVATION,20.0,iNaturalist research-grade observations
Mahonia aquifolium,49.91891,-119.44989,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.09565,-117.749878,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.23307,-123.96495,2026,HUMAN_OBSERVATION,24.0,iNaturalist research-grade observations
Mahonia aquifolium,49.687925,-124.898762,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,49.938948,-119.440593,2026,HUMAN_OBSERVATION,94.0,iNaturalist research-grade observations
Mahonia aquifolium,49.220647,-117.696647,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.480072,-123.54805,2026,HUMAN_OBSERVATION,14.0,iNaturalist research-grade observations
Mahonia aquifolium,49.90496,-119.490458,2026,HUMAN_OBSERVATION,69.0,iNaturalist research-grade observations
Mahonia aquifolium,49.058372,-122.875664,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.919692,-119.449741,2026,HUMAN_OBSERVATION,231.0,iNaturalist research-grade observations
Mahonia aquifolium,49.93997,-119.39659,2026,HUMAN_OBSERVATION,358.0,iNaturalist research-grade observations
Mahonia aquifolium,48.468288,-123.45948,2026,HUMAN_OBSERVATION,14.0,iNaturalist research-grade observations
Mahonia aquifolium,50.084183,-119.422347,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.492747,-123.349357,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,49.056335,-122.879505,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,48.484305,-123.54943,2026,HUMAN_OBSERVATION,12.0,iNaturalist research-grade observations
Mahonia aquifolium,48.464894,-123.373894,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,49.359265,-124.468877,2026,HUMAN_OBSERVATION,13.0,iNaturalist research-grade observations
Mahonia aquifolium,48.460604,-123.373694,2026,HUMAN_OBSERVATION,47.0,iNaturalist research-grade observations
Mahonia aquifolium,48.416922,-123.364172,2026,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations
Mahonia aquifolium,49.42551,-120.264373,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.081814,-122.158128,2026,HUMAN_OBSERVATION,13.0,iNaturalist research-grade observations
Mahonia aquifolium,48.49083,-123.352945,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,49.324742,-124.264663,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,48.47803,-123.547158,2026,HUMAN_OBSERVATION,15.0,iNaturalist research-grade observations
Mahonia aquifolium,49.089981,-117.702705,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.266535,-123.257888,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.35668,-123.275405,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.431522,-123.456825,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.414736,-123.603458,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,48.474092,-123.378032,2026,HUMAN_OBSERVATION,81.0,iNaturalist research-grade observations
Mahonia aquifolium,49.937604,-119.442209,2026,HUMAN_OBSERVATION,230.0,iNaturalist research-grade observations
Mahonia aquifolium,48.4599,-123.312273,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.003642,-119.503383,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,49.096157,-121.95571,2026,HUMAN_OBSERVATION,10.0,iNaturalist research-grade observations
Mahonia aquifolium,49.895726,-119.49978,2026,HUMAN_OBSERVATION,36.0,iNaturalist research-grade observations
Mahonia aquifolium,48.517513,-123.393066,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.424175,-123.31697,2026,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations
Mahonia aquifolium,49.313379,-123.142486,2026,HUMAN_OBSERVATION,7.0,iNaturalist research-grade observations
Mahonia aquifolium,49.870247,-119.498414,2026,HUMAN_OBSERVATION,146.0,iNaturalist research-grade observations
Mahonia aquifolium,48.437837,-123.296128,2026,HUMAN_OBSERVATION,14.0,iNaturalist research-grade observations
Mahonia aquifolium,49.265824,-123.116931,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,49.939788,-119.396484,2026,HUMAN_OBSERVATION,2143.0,iNaturalist research-grade observations
Mahonia aquifolium,50.712041,-120.302766,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,49.888119,-119.454105,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,49.895446,-119.500455,2026,HUMAN_OBSERVATION,19.0,iNaturalist research-grade observations
Mahonia aquifolium,48.495122,-123.338195,2026,HUMAN_OBSERVATION,15.0,iNaturalist research-grade observations
Mahonia aquifolium,48.554845,-123.505083,2026,HUMAN_OBSERVATION,53.0,iNaturalist research-grade observations
Mahonia aquifolium,48.791863,-123.652297,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,49.269497,-123.257216,2026,HUMAN_OBSERVATION,22.0,iNaturalist research-grade observations
Mahonia aquifolium,48.4975,-123.315025,2026,HUMAN_OBSERVATION,5.0,iNaturalist research-grade observations
Mahonia aquifolium,49.940651,-119.44021,2026,HUMAN_OBSERVATION,229.0,iNaturalist research-grade observations
Mahonia aquifolium,49.937115,-119.442463,2026,HUMAN_OBSERVATION,299.0,iNaturalist research-grade observations
Mahonia aquifolium,49.312683,-124.213966,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,48.437072,-123.381675,2026,HUMAN_OBSERVATION,8.0,iNaturalist research-grade observations
Mahonia aquifolium,49.864444,-119.389717,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,48.460725,-123.309753,2026,HUMAN_OBSERVATION,14.0,iNaturalist research-grade observations
Mahonia aquifolium,49.937808,-124.802397,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,52.119944,-122.118115,2026,HUMAN_OBSERVATION,25.0,iNaturalist research-grade observations
Mahonia aquifolium,49.870104,-119.498304,2026,HUMAN_OBSERVATION,102.0,iNaturalist research-grade observations
Mahonia aquifolium,48.986836,-123.686158,2026,HUMAN_OBSERVATION,15.0,iNaturalist research-grade observations
Mahonia aquifolium,49.939844,-119.396797,2026,HUMAN_OBSERVATION,1836.0,iNaturalist research-grade observations
Mahonia aquifolium,49.128539,-122.702145,2026,HUMAN_OBSERVATION,66.0,iNaturalist research-grade observations
Mahonia aquifolium,48.464593,-123.373692,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,49.060786,-122.214347,2026,HUMAN_OBSERVATION,70.0,iNaturalist research-grade observations
Mahonia aquifolium,48.58852,-123.37117,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.519446,-123.430892,2026,HUMAN_OBSERVATION,109.0,iNaturalist research-grade observations
Mahonia aquifolium,49.134183,-123.697607,2026,HUMAN_OBSERVATION,31.0,iNaturalist research-grade observations
Mahonia aquifolium,49.08152,-122.159089,2026,HUMAN_OBSERVATION,11.0,iNaturalist research-grade observations
Mahonia aquifolium,49.278362,-123.069503,2026,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations
Mahonia aquifolium,49.303467,-119.536342,2026,HUMAN_OBSERVATION,,iNaturalist research-grade observations
Mahonia aquifolium,49.053742,-119.520064,2026,HUMAN_OBSERVATION,2.0,iNaturalist research-grade observations
Mahonia aquifolium,48.46168,-123.355419,2026,HUMAN_OBSERVATION,8.0,iNaturalist research-grade observations
Mahonia aquifolium,48.479171,-123.304427,2026,HUMAN_OBSERVATION,6.0,iNaturalist research-grade observations
Mahonia aquifolium,49.26715,-123.259618,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Mahonia aquifolium,48.456518,-123.325217,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Cornus nuttallii,49.058747,-122.219925,2026,HUMAN_OBSERVATION,15.0,iNaturalist research-grade observations
Cornus nuttallii,49.049561,-122.271417,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Cornus nuttallii,49.02932,-122.285392,2026,HUMAN_OBSERVATION,3.0,iNaturalist research-grade observations
Cornus nuttallii,49.031039,-122.01136,2026,HUMAN_OBSERVATION,368.0,iNaturalist research-grade observations
